Devices,,,,
1000,,,,
,,1412755 - Force,,
Frame,Sub Frame,Fx,Fy,Fz
,,N,N,N
997,1,-1.52475E-12,5.24457E-11,5.12548E-11
997,2,6.78625E-12,8.78106E-11,6.44476E-11
997,3,8.40292E-12,7.88629E-11,5.25991E-11
998,0,6.81526E-12,5.39813E-11,3.35704E-11
998,1,4.32801E-12,2.91882E-11,1.66808E-11
998,2,2.13646E-12,1.109E-11,5.21201E-12
998,3,6.55829E-13,6.22632E-13,-9.33539E-13
999,0,-1.32991E-13,-3.87605E-12,-3.2259E-12
999,1,-4.23694E-13,-4.6967E-12,-3.30816E-12
999,2,-4.30204E-13,-3.77497E-12,-2.45378E-12
999,3,-3.17364E-13,-2.37977E-12,-1.44126E-12
1000,0,-1.85441E-13,-1.16333E-12,-6.35213E-13
1000,1,-8.10493E-14,-3.47539E-13,-1.31078E-13
1000,2,-1.60852E-14,8.33723E-14,1.12738E-13
1000,3,1.51171E-14,2.39296E-13,1.83354E-13
1001,0,2.3969E-14,2.39554E-13,1.63335E-13
1001,1,2.1195E-14,1.75327E-13,1.11186E-13
1001,2,1.43551E-14,1.01665E-13,5.97475E-14
1001,3,7.66956E-15,4.38805E-14,2.24163E-14
1002,0,2.84336E-15,8.18463E-15,9.48393E-16
1002,1,8.26455E-17,-8.78457E-15,-8.18983E-15
1002,2,-1.08195E-15,-1.34474E-14,-9.77187E-15
1002,3,-1.2733E-15,-1.17655E-14,-7.80224E-15
1003,0,-1.01053E-15,-7.90989E-15,-4.89187E-15
1003,1,-6.30415E-16,-4.19016E-15,-2.37381E-15
1003,2,-3.03819E-16,-1.52562E-15,-6.94321E-16
1003,3,-8.70795E-17,-1.33113E-17,1.87124E-16
1004,0,2.59942E-17,6.16068E-16,5.01619E-16
1004,1,6.58039E-17,7.11061E-16,4.97046E-16
1004,2,6.46055E-17,5.59411E-16,3.6167E-16
1004,3,4.67594E-17,3.46425E-16,2.08522E-16
1005,0,2.68172E-17,1.65256E-16,8.91493E-17
1005,1,1.13631E-17,4.59068E-17,1.58105E-17
1005,2,1.91647E-18,-1.5809E-17,-1.87835E-17
1005,3,-2.50727E-18,-3.71018E-17,-2.80543E-17
1006,0,-3.6645E-18,-3.5949E-17,-2.43565E-17
1006,1,-3.15925E-18,-2.58177E-17,-1.62853E-17
1006,2,-2.10174E-18,-1.46919E-17,-8.57187E-18
1006,3,-1.09971E-18,-6.14234E-18,-3.078E-18
1007,0,-3.89728E-19,-9.54947E-19,2.20053E-20
1007,1,8.72941E-21,1.44808E-18,1.2989E-18
1007,2,1.71269E-19,2.05358E-18,1.47846E-18
1007,3,1.92534E-19,1.75264E-18,1.15572E-18
1008,0,1.49628E-19,1.15743E-18,7.11789E-19
1008,1,9.16895E-20,6.00296E-19,3.36936E-19
1008,2,4.30907E-20,2.08538E-19,9.13334E-20
1008,3,1.1408E-20,-9.57809E-21,-3.48263E-20
1009,0,-4.76613E-21,-9.72634E-20,-7.76792E-20
1009,1,-1.01791E-20,-1.07428E-19,-7.45509E-20
1009,2,-9.68541E-21,-8.27834E-20,-5.32354E-20
1009,3,-6.88004E-21,-5.03536E-20,-3.01183E-20
1010,0,-3.8715E-21,-2.34113E-20,-1.24639E-20
1010,1,-1.58683E-21,-5.97518E-21,-1.81115E-21
1010,2,-2.15276E-22,2.84465E-21,3.0834E-21
1010,3,4.10097E-22,5.73041E-21,4.28074E-21
1011,0,5.58747E-22,5.38562E-21,3.62659E-21
1011,1,4.70205E-22,3.79661E-21,2.38196E-21
1011,2,3.0729E-22,2.11947E-21,1.22724E-21
1011,3,1.57351E-22,8.56269E-22,4.19829E-22
1012,0,5.30476E-23,1.03592E-22,-2.70302E-23
1012,1,-4.3598E-24,-2.3569E-22,-2.04684E-22
1012,2,-2.69445E-23,-3.12792E-22,-2.23229E-22
1012,3,-2.90541E-23,-2.60695E-22,-1.70954E-22
1013,0,-2.21244E-23,-1.69126E-22,-1.03412E-22
1013,1,-1.33153E-23,-8.58149E-23,-4.76908E-23
1013,2,-6.09413E-24,-2.82942E-23,-1.18254E-23
1013,3,-1.46936E-24,3.10677E-24,6.19163E-24
1014,0,8.38998E-25,1.52663E-23,1.19844E-23
1014,1,1.56889E-24,1.61982E-23,1.1163E-23
1014,2,1.4496E-24,1.22337E-23,7.82525E-24
1014,3,1.01093E-24,7.30775E-24,4.34255E-24
1015,0,5.57922E-25,3.30684E-24,1.73518E-24
1015,1,2.2063E-25,7.63165E-25,1.9024E-25
1015,2,2.18057E-26,-4.94373E-25,-5.00154E-25
1015,3,-6.63252E-26,-8.81983E-25,-6.51525E-25
1016,0,-8.49823E-26,-8.05518E-25,-5.39193E-25
1016,1,-6.98804E-26,-5.57551E-25,-3.47906E-25
1016,2,-4.48644E-26,-3.05207E-25,-1.75319E-25
1016,3,-2.24641E-26,-1.18821E-25,-5.68186E-26
1017,0,-7.16187E-27,-9.78373E-27,7.47646E-27
1017,1,1.09363E-27,3.79642E-26,3.20743E-26
1017,2,4.21611E-27,4.75271E-26,3.36394E-26
1017,3,4.37595E-27,3.87207E-26,2.5253E-26
1018,0,3.26691E-27,2.46779E-26,1.50008E-26
1018,1,1.93064E-27,1.22396E-26,6.72989E-27
1018,2,8.59202E-28,3.8055E-27,1.49998E-27
1018,3,1.85091E-28,-7.06547E-28,-1.06701E-27
1019,0,-1.43567E-28,-2.38391E-27,-1.8427E-27
1019,1,-2.41012E-28,-2.43781E-27,-1.66882E-27
1019,2,-2.16611E-28,-1.80542E-27,-1.1487E-27
1019,3,-1.48341E-28,-1.05888E-27,-6.24979E-28
1020,0,-8.02534E-29,-4.65594E-28,-2.4042E-28
1020,1,-3.05257E-29,-9.50495E-29,-1.67221E-29
1020,2,-1.75032E-30,8.381E-29,8.03363E-29
1020,3,1.06272E-29,1.35316E-28,9.8925E-29
1021,0,1.28951E-29,1.2029E-28,8.00504E-29
1021,1,1.03706E-29,8.17678E-29,5.07425E-29
1021,2,6.54102E-30,4.38688E-29,2.49886E-29
1021,3,3.1999E-30,1.64058E-29,7.62228E-30
1022,0,9.58226E-31,6.36415E-31,-1.60895E-30
1022,1,-2.26538E-31,-6.05981E-30,-4.99497E-30
1022,2,-6.56042E-31,-7.20506E-30,-5.05461E-30
1022,3,-6.58267E-31,-5.74909E-30,-3.72604E-30
1023,0,-4.8409E-31,-3.61256E-30,-2.18741E-30
1023,1,-2.85033E-31,-1.77343E-30,-9.85806E-31
1023,2,-1.30414E-31,-5.54144E-31,-2.57671E-31
1023,3,-3.59991E-32,8.59873E-32,7.36089E-32
1024,0,1.042E-32,3.3469E-31,1.64145E-31
1024,1,3.15087E-32,3.98816E-31,1.78199E-31
1024,2,5.03241E-32,4.42971E-31,2.58088E-31
1024,3,8.46296E-32,5.63992E-31,5.09334E-31
1025,0,1.42068E-31,7.74811E-31,9.77546E-31
1025,1,2.13515E-31,9.8224E-31,1.60065E-30
1025,2,2.63868E-31,9.58343E-31,2.13271E-30
1025,3,2.22645E-31,3.24152E-31,2.05674E-30
1026,0,-1.86418E-32,-1.41315E-30,5.37024E-31
1026,1,-5.8985E-31,-4.70673E-30,-3.49478E-30
1026,2,-1.58884E-30,-9.62787E-30,-1.09817E-29
1026,3,-2.97339E-30,-1.52857E-29,-2.19566E-29
1027,0,-4.39075E-30,-1.9047E-29,-3.42344E-29
1027,1,-4.9671E-30,-1.57799E-29,-4.16897E-29
1027,2,-3.13666E-30,2.35481E-30,-3.26505E-29
1027,3,3.32236E-30,4.46508E-29,1.03835E-29
1028,0,1.6775E-29,1.17886E-28,1.07641E-28
1028,1,3.8398E-29,2.1836E-28,2.72816E-28
1028,2,6.5732E-29,3.19452E-28,4.94922E-28
1028,3,8.91282E-29,3.56431E-28,7.10464E-28
1029,0,8.7824E-29,2.14475E-28,7.70261E-28
1029,1,2.76759E-29,-2.67766E-28,4.14875E-28
1029,2,-1.35639E-28,-1.25937E-27,-7.13196E-28
1029,3,-4.42276E-28,-2.83836E-27,-2.97643E-27
1030,0,-8.96261E-28,-4.81207E-27,-6.51407E-27
1030,1,-1.4117E-27,-6.45875E-27,-1.08356E-26
1030,2,-1.74112E-27,-6.24646E-27,-1.42467E-26
1030,3,-1.40724E-27,-1.67958E-27,-1.32441E-26
1031,0,3.12896E-28,1.04467E-26,-2.22601E-27
1031,1,4.26669E-27,3.29713E-26,2.58449E-26
1031,2,1.10524E-26,6.6006E-26,7.69078E-26
1031,3,2.02778E-26,1.03E-25,1.50394E-25
1032,0,2.94117E-26,1.25555E-25,2.30376E-25
1032,1,3.2397E-26,9.8576E-26,2.74149E-25
1032,2,1.85859E-26,-3.05949E-26,2.02011E-25
1032,3,-2.68518E-26,-3.22893E-25,-1.03418E-25
1033,0,-1.1923E-25,-8.19703E-25,-7.744E-25
1033,1,-2.65091E-25,-1.48832E-24,-1.89331E-24
1033,2,-4.45537E-25,-2.13818E-24,-3.36853E-24
1033,3,-5.92455E-25,-2.32099E-24,-4.7474E-24
1034,0,-5.62998E-25,-1.25647E-24,-4.99857E-24
1034,1,-1.26436E-25,2.13147E-24,-2.36153E-24
1034,2,1.01061E-24,8.93544E-24,5.54373E-24
1034,3,3.10252E-24,1.95789E-23,2.10497E-23
1035,0,6.14431E-24,3.25933E-23,4.48603E-23
1035,1,9.50749E-24,4.28911E-23,7.3287E-23
1035,2,1.14647E-23,3.9941E-23,9.44205E-23
1035,3,8.75403E-24,6.89074E-24,8.42139E-23
1036,0,-3.4778E-24,-7.74504E-23,4.89493E-24
1036,1,-3.07801E-23,-2.31004E-22,-1.89963E-22
1036,2,-7.67827E-23,-4.52162E-22,-5.37572E-22
1036,3,-1.38121E-22,-6.93163E-22,-1.02872E-21
1037,0,-1.96713E-22,-8.25711E-22,-1.54801E-21
1037,1,-2.1064E-22,-6.10148E-22,-1.79827E-21
1037,2,-1.07594E-22,3.06756E-22,-1.23599E-21
1037,3,2.11252E-22,2.32346E-21,9.24937E-22
1038,0,8.44674E-22,5.68911E-21,5.54676E-21
1038,1,1.82721E-21,1.01304E-20,1.3116E-20
1038,2,3.01577E-21,1.42886E-20,2.28957E-20
1038,3,3.93083E-21,1.50642E-20,3.16703E-20
1039,0,3.59111E-21,7.16204E-21,3.23211E-20
1039,1,4.39546E-22,-1.65822E-20,1.2918E-20
1039,2,-7.46175E-21,-6.32008E-20,-4.2355E-20
1039,3,-2.17134E-20,-1.34842E-19,-1.48439E-19
1040,0,-4.2062E-20,-2.2046E-19,-3.08467E-19
1040,1,-6.39387E-20,-2.84286E-19,-4.94997E-19
1040,2,-7.53103E-20,-2.54032E-19,-6.24517E-19
1040,3,-5.39155E-20,-1.60544E-20,-5.32212E-19
1041,0,3.27776E-20,5.69458E-19,3.62521E-20
1041,1,2.21007E-19,1.61483E-18,1.38647E-18
1041,2,5.3245E-19,3.09307E-18,3.74959E-18
1041,3,9.39528E-19,4.658E-18,7.02686E-18
1042,0,1.31353E-18,5.41682E-18,1.03863E-17
1042,1,1.36487E-18,3.73514E-18,1.17642E-17
1042,2,6.03156E-19,-2.75286E-18,7.45917E-18
1042,3,-1.62903E-18,-1.66451E-17,-7.78526E-18
1043,0,-5.96609E-18,-3.94146E-17,-3.95723E-17
1043,1,-1.25751E-17,-6.88595E-17,-9.07067E-17
1043,2,-2.03852E-17,-9.5327E-17,-1.5541E-16
1043,3,-2.60295E-17,-9.7422E-17,-2.10913E-16
1044,0,-2.27765E-17,-3.92593E-17,-2.0816E-16
1044,1,-1.33652E-19,1.26775E-16,-6.64157E-17
1044,2,5.46715E-17,4.45737E-16,3.19226E-16
1044,3,1.51632E-16,9.2726E-16,1.04399E-15
1045,0,2.87539E-16,1.48912E-15,2.11792E-15
1045,1,4.29361E-16,1.8805E-15,3.33865E-15
1045,2,4.93438E-16,1.60587E-15,4.12193E-15
1045,3,3.28051E-16,-9.99758E-17,3.33972E-15
1046,0,-2.84524E-16,-4.15743E-15,-7.17998E-16
1046,1,-1.58021E-15,-1.12645E-14,-1.00579E-14
1046,2,-3.68583E-15,-2.11289E-14,-2.61011E-14
1046,3,-6.38218E-15,-3.12548E-14,-4.79318E-14
1047,0,-8.75622E-15,-3.54409E-14,-6.95805E-14
1047,1,-8.81062E-15,-2.25563E-14,-7.67398E-14
1047,2,-3.22412E-15,2.32192E-14,-4.42377E-14
1047,3,1.23686E-14,1.18771E-13,6.30163E-14
1048,0,4.20227E-14,2.726E-13,2.81309E-13
1048,1,8.64125E-14,4.67427E-13,6.26266E-13
1048,2,1.37604E-13,6.34892E-13,1.05345E-12
1048,3,1.72009E-13,6.27549E-13,1.4021E-12
1049,0,1.43521E-13,2.02532E-13,1.33471E-12
1049,1,-1.84656E-14,-9.56E-13,3.05632E-13
1049,2,-3.97938E-13,-3.13527E-12,-2.37957E-12
1049,3,-1.05671E-12,-6.36692E-12,-7.3243E-12
1050,0,-1.96291E-12,-1.00444E-11,-1.45203E-11
1050,1,-2.87891E-12,-1.24128E-11,-2.24866E-11
1050,2,-3.22413E-12,-1.00805E-11,-2.71445E-11
1050,3,-1.96599E-12,2.09799E-12,-2.07841E-11
1051,0,2.35034E-12,3.01668E-11,8.07482E-12
1051,1,1.12558E-11,7.84197E-11,7.25747E-11
1051,2,2.54718E-11,1.44134E-10,1.81344E-10
1051,3,4.32952E-11,2.09397E-10,3.26506E-10
1052,0,5.8269E-11,2.31216E-10,4.65405E-10
1052,1,5.66388E-11,1.33887E-10,4.99025E-10
1052,2,1.59415E-11,-1.88208E-10,2.56409E-10
1052,3,-9.27531E-11,-8.44436E-10,-4.963E-10
1053,0,-2.95228E-10,-1.88224E-09,-1.9932E-09
1053,1,-5.92928E-10,-3.16865E-09,-4.31703E-09
1053,2,-9.27544E-10,-4.22095E-09,-7.13108E-09
1053,3,-1.13421E-09,-4.0246E-09,-9.30352E-09
1054,0,-8.97554E-10,-9.38182E-10,-8.51556E-09
1054,1,2.56852E-10,7.1293E-09,-1.08489E-09
1054,2,2.87989E-09,2.19983E-08,1.75761E-08
1054,3,7.34968E-09,4.36539E-08,5.12654E-08
1055,0,1.33815E-08,6.7656E-08,9.94081E-08
1055,1,1.92735E-08,8.17513E-08,1.51235E-07
1055,2,2.10039E-08,6.27583E-08,1.78329E-07
1055,3,1.15542E-08,-2.38692E-08,1.28072E-07
1056,0,-1.87804E-08,-2.17722E-07,-7.64952E-08
1056,1,-7.98983E-08,-5.44885E-07,-5.21207E-07
1056,2,-1.75743E-07,-9.81883E-07,-1.25764E-06
1056,3,-2.93304E-07,-1.4007E-06,-2.2211E-06
1057,0,-3.87052E-07,-1.50377E-06,-3.10793E-06
1057,1,-3.62411E-07,-7.76922E-07,-3.23402E-06
1057,2,-6.76629E-08,1.48378E-06,-1.43991E-06
1057,3,6.88535E-07,5.98402E-06,3.83021E-06
1058,0,2.0691E-06,1.29757E-05,1.40802E-05
1058,1,4.06256E-06,2.14507E-05,2.97123E-05
1058,2,6.24337E-06,2.80101E-05,4.82059E-05
1058,3,7.46164E-06,2.56832E-05,6.16124E-05
1059,0,5.56319E-06,3.39208E-06,5.40246E-05
1059,1,-2.63502E-06,-5.26779E-05,6.26928E-07
1059,2,-2.07367E-05,-0.000153989,-0.00012882
1059,3,-5.10231E-05,-0.000298879,-0.000358039
1060,0,-9.10997E-05,-0.000455052,-0.000679604
1060,1,-0.000128826,-0.000537134,-0.00101564
1060,2,-0.000136389,-0.0003869,-0.00116857
1060,3,-6.61501E-05,0.000227247,-0.000779744
1061,0,0.000146518,0.00156391,0.000665928
1061,1,0.000565363,0.00377912,0.00372735
1061,2,0.00121063,0.00667977,0.00870655
1061,3,0.00198428,0.00935439,0.0150888
1062,0,0.00256612,0.00974697,0.0207197
1062,1,0.00230681,0.00437001,0.0208804
1062,2,0.000183066,-0.01146,0.00771768
1062,3,-0.00506795,-0.0422772,-0.0290999
1063,0,-0.0144685,-0.0893125,-0.0991874
1063,1,-0.0277959,-0.145015,-0.204189
1063,2,-0.0419636,-0.185512,-0.325419
1063,3,-0.0489673,-0.162983,-0.40719
1064,0,-0.0341133,-0.0027641,-0.340535
1064,1,0.0239218,0.386212,0.0415443
1064,2,0.148644,1.07556,0.937913
1064,3,0.353579,2.04341,2.49538
1065,0,0.619354,3.05617,4.63966
1065,1,0.859671,3.52017,6.81044
1065,2,0.882505,2.35692,7.63645
1065,3,0.364951,-1.98378,4.67661
1066,0,-1.12261,-11.186,-5.51116
1066,1,-3.98889,-26.1645,-26.5542
1066,2,-8.32677,-45.381,-60.1732
1066,3,-13.4682,-63.4171,-103.305
1067,0,-17.9048,-72.4195,-147.182
1067,1,-20.2413,-66.7418,-180.279
1067,2,-20.3069,-47.2284,-193.634
1067,3,-18.8951,-21.3389,-185.623
1068,0,-16.639,1.42614,-162.952
1068,1,-13.2432,14.4005,-137.45
1068,2,-7.3605,14.4249,-122.025
1068,3,2.64984,0.111796,-127.92
1069,0,17.537,-28.1652,-162.563
1069,1,36.3353,-66.0993,-226.467
1069,2,55.7344,-103.932,-310.244
1069,3,70.6703,-129.454,-396.304
1070,0,77.5555,-134.819,-466.434
1070,1,77.1593,-120.416,-510.002
1070,2,73.0835,-92.9093,-528.361
1070,3,67.8686,-61.4822,-534.619
1071,0,61.2837,-35.274,-549.272
1071,1,51.3959,-21.9041,-593.618
1071,2,36.7782,-26.776,-683.257
1071,3,18.3341,-52.7487,-823.123
1072,0,-0.902112,-99.8227,-1006.28
1072,1,-17.7657,-164.973,-1218.89
1072,2,-30.4568,-242.48,-1448.78
1072,3,-38.4837,-325.476,-1689.73
1073,0,-42.164,-408.643,-1937.45
1073,1,-42.4265,-489.748,-2183.24
1073,2,-40.3796,-568.051,-2413.31
1073,3,-36.8041,-641.691,-2613.64
1074,0,-32.3138,-707.598,-2775.34
1074,1,-27.6675,-763.503,-2896.7
1074,2,-23.6595,-808.819,-2981.89
1074,3,-20.9653,-843.404,-3038.39
1075,0,-20.0328,-866.165,-3074.63
1075,1,-20.9075,-874.941,-3098.35
1075,2,-23.2336,-867.383,-3115.42
1075,3,-26.4736,-842.084,-3129.01
1076,0,-30.0996,-799.351,-3139.46
1076,1,-33.6439,-741.353,-3144.85
1076,2,-36.6475,-671.676,-3142.09
1076,3,-38.605,-594.565,-3128.27
1077,0,-39.0782,-514.161,-3101.57
1077,1,-37.9641,-433.94,-3061.73
1077,2,-35.623,-356.499,-3010.1
1077,3,-32.6985,-283.567,-2949.43
1078,0,-29.8286,-216.067,-2883.44
1078,1,-27.4798,-154.207,-2816.22
1078,2,-25.9242,-97.6405,-2751.63
1078,3,-25.2757,-45.7093,-2692.78
1079,0,-25.526,2.28574,-2641.61
1079,1,-26.5682,46.8414,-2598.66
1079,2,-28.209,88.1315,-2563.26
1079,3,-30.1815,125.95,-2534
1080,0,-32.204,159.741,-2509.4
1080,1,-34.0564,188.829,-2488.37
1080,2,-35.6012,212.751,-2470.47
1080,3,-36.7703,231.468,-2455.76
1081,0,-37.5621,245.459,-2444.6
1081,1,-38.0283,255.661,-2437.31
1081,2,-38.2457,263.217,-2434.11
1081,3,-38.2864,269.15,-2435.14
1082,0,-38.2024,274.124,-2440.5
1082,1,-38.049,278.34,-2450.23
1082,2,-37.9119,281.574,-2464.19
1082,3,-37.8967,283.343,-2482.08
1083,0,-38.0994,283.097,-2503.42
1083,1,-38.5852,280.397,-2527.62
1083,2,-39.3677,275.036,-2554.06
1083,3,-40.3936,267.082,-2582.2
1084,0,-41.5577,256.829,-2611.65
1084,1,-42.7505,244.676,-2642.21
1084,2,-43.9099,231,-2673.75
1084,3,-45.0443,216.069,-2706.13
1085,0,-46.2113,200.02,-2739.02
1085,1,-47.4671,182.925,-2771.86
1085,2,-48.83,164.885,-2803.87
1085,3,-50.2675,146.108,-2834.23
1086,0,-51.7028,126.934,-2862.32
1086,1,-53.0426,107.809,-2887.77
1086,2,-54.2039,89.2415,-2910.4
1086,3,-55.1216,71.7544,-2930.13
1087,0,-55.7479,55.8213,-2946.79
1087,1,-56.0585,41.8196,-2960.11
1087,2,-56.0579,30.0177,-2969.62
1087,3,-55.7695,20.5919,-2974.91
1088,0,-55.214,13.6477,-2975.72
1088,1,-54.4008,9.23269,-2972.08
1088,2,-53.3373,7.34108,-2964.24
1088,3,-52.0371,7.90464,-2952.62
1089,0,-50.524,10.7627,-2937.65
1089,1,-48.8314,15.6271,-2919.74
1089,2,-46.9961,22.067,-2899.24
1089,3,-45.0506,29.527,-2876.48
1090,0,-43.0206,37.3782,-2851.74
1090,1,-40.9347,44.9987,-2825.3
1090,2,-38.8383,51.8551,-2797.47
1090,3,-36.7955,57.5644,-2768.59
1091,0,-34.876,61.929,-2739
1091,1,-33.141,64.9426,-2709.01
1091,2,-31.6454,66.7668,-2678.72
1091,3,-30.4456,67.6865,-2648.08
1092,0,-29.5915,68.057,-2616.94
1092,1,-29.1046,68.2486,-2585.2
1092,2,-28.9621,68.5851,-2552.76
1092,3,-29.0941,69.2882,-2519.43
1093,0,-29.3882,70.4514,-2484.89
1093,1,-29.7018,72.0474,-2448.76
1093,2,-29.8879,73.9564,-2410.67
1093,3,-29.8226,76.0168,-2370.36
1094,0,-29.4168,78.0839,-2327.72
1094,1,-28.6233,80.0718,-2282.85
1094,2,-27.4412,81.9665,-2236.03
1094,3,-25.9023,83.8151,-2187.67
1095,0,-24.0552,85.6842,-2138.31
1095,1,-21.9752,87.5968,-2088.51
1095,2,-19.783,89.4683,-2038.86
1095,3,-17.6212,91.1015,-1989.79
1096,0,-15.5862,92.2889,-1941.54
1096,1,-13.6929,92.8496,-1894.21
1096,2,-11.8983,92.5248,-1847.88
1096,3,-10.0911,90.9783,-1802.62
1097,0,-8.12509,88.0037,-1758.36
1097,1,-5.99469,83.7305,-1714.73
1097,2,-3.88852,78.556,-1671.27
1097,3,-2.02863,72.8646,-1627.72
1098,0,-0.571552,66.9417,-1584.2
1098,1,0.415947,61.0552,-1541.01
1098,2,0.970447,55.3929,-1498.34
1098,3,1.15898,49.9745,-1456.19
1099,0,1.02405,44.6922,-1414.46
1099,1,0.606104,39.3777,-1373.06
1099,2,-0.0598383,33.8581,-1331.93
1099,3,-0.938317,28.0269,-1291.12
1100,0,-1.93209,21.8902,-1250.75
1100,1,-2.8841,15.5679,-1211.01
1100,2,-3.66393,9.25384,-1172.11
1100,3,-4.21388,3.13837,-1134.2
1101,0,-4.52967,-2.66042,-1097.33
1101,1,-4.637,-8.12056,-1061.46
1101,2,-4.58126,-13.2977,-1026.47
1101,3,-4.41388,-18.2784,-992.254
1102,0,-4.1704,-23.1287,-958.715
1102,1,-3.85347,-27.86,-925.82
1102,2,-3.44045,-32.4243,-893.554
1102,3,-2.92337,-36.738,-861.911
1103,0,-2.34809,-40.72,-830.906
1103,1,-1.80592,-44.33,-800.581
1103,2,-1.37449,-47.5782,-771.006
1103,3,-1.06524,-50.499,-742.245
1104,0,-0.836333,-53.1138,-714.286
1104,1,-0.645153,-55.4164,-687.014
1104,2,-0.473774,-57.3878,-660.265
1104,3,-0.321164,-59.0297,-633.913
1105,0,-0.197915,-60.3827,-607.889
1105,1,-0.128723,-61.5061,-582.141
1105,2,-0.137583,-62.4374,-556.6
1105,3,-0.226903,-63.1825,-531.211
1106,0,-0.391941,-63.7457,-505.978
1106,1,-0.651169,-64.1705,-480.946
1106,2,-1.0404,-64.5755,-456.172
1106,3,-1.57916,-65.1506,-431.681
1107,0,-2.24226,-66.0625,-407.447
1107,1,-2.95588,-67.321,-383.44
1107,2,-3.63018,-68.7551,-359.705
1107,3,-4.19902,-70.1446,-336.345
1108,0,-4.63291,-71.3691,-313.44
1108,1,-4.94091,-72.438,-291.007
1108,2,-5.16405,-73.4175,-269.034
1108,3,-5.33705,-74.32,-247.566
1109,0,-5.45173,-75.0226,-226.735
1109,1,-5.47256,-75.2843,-206.71
1109,2,-5.36998,-74.8538,-187.594
1109,3,-5.12581,-73.5753,-169.41
1110,0,-4.74251,-71.45,-152.183
1110,1,-4.26359,-68.6507,-136.003
1110,2,-3.75568,-65.4602,-120.96
1110,3,-3.27064,-62.1388,-107.013
1111,0,-2.8436,-58.8354,-94.0062
1111,1,-2.50745,-55.6097,-81.7936
1111,2,-2.29635,-52.4713,-70.3041
1111,3,-2.2377,-49.3431,-59.5298
1112,0,-2.32784,-45.9887,-49.4946
1112,1,-2.51069,-42.0316,-40.2254
1112,2,-2.68092,-37.1061,-31.733
1112,3,-2.70961,-31.0356,-23.9955
1113,0,-2.48929,-23.9669,-16.9776
1113,1,-2.00021,-16.481,-10.7703
1113,2,-1.35497,-9.57482,-5.70443
1113,3,-0.739333,-4.24272,-2.13507
1114,0,-0.286029,-0.896863,-0.0846671
1114,1,-0.0216348,0.72853,0.786541
1114,2,0.0935833,1.20548,0.935822
1114,3,0.116129,1.0791,0.746277
1115,0,0.0942715,0.737012,0.467425
1115,1,0.0599097,0.397524,0.226506
1115,2,0.0296016,0.150285,0.0659827
1115,3,0.00911024,0.00761627,-0.0181627
1116,0,-0.0018158,-0.0534663,-0.0481049
1116,1,-0.00584942,-0.064384,-0.0475764
1116,2,-0.00594766,-0.0516112,-0.0345808
1116,3,-0.00439105,-0.0324653,-0.0199163
1117,0,-0.00256767,-0.0158239,-0.00849945
1117,1,-0.00112359,-0.00468801,-0.00149251
1117,2,-0.000224274,0.00117907,0.00180782
1117,3,0.000208098,0.00329026,0.00268802
1118,0,0.000331131,0.00328027,0.00233037
1118,1,0.000293116,0.0023952,0.00155654
1118,2,0.000198667,0.00138571,0.000818311
1118,3,0.000106231,0.000595842,0.000293065
1119,0,3.94513E-05,0.000108972,-2.98923E-06
1119,1,1.22275E-06,-0.000121763,-0.000124695
1119,2,-1.49248E-05,-0.000184542,-0.000141571
1119,3,-1.75987E-05,-0.000160961,-0.000110534
1120,0,-1.39789E-05,-0.000107976,-6.80067E-05
1120,1,-8.72694E-06,-5.70532E-05,-0.000032145
1120,2,-4.20998E-06,-2.06591E-05,-8.67256E-06
1120,3,-1.21022E-06,-5.08682E-08,3.36954E-06
1121,0,3.56105E-07,8.4906E-06,7.44773E-06
1121,1,9.08627E-07,9.74492E-06,7.13518E-06
1121,2,8.93248E-07,7.64692E-06,5.08966E-06
1121,3,6.46998E-07,4.72514E-06,2.87636E-06
1122,0,3.71344E-07,2.24713E-06,1.18803E-06
1122,1,1.57551E-07,6.18239E-07,1.70331E-07
1122,2,2.67706E-08,-2.21837E-07,-2.9654E-07
1122,3,-3.45363E-08,-5.09891E-07,-4.10097E-07
1123,0,-5.06306E-08,-4.92155E-07,-3.46954E-07
1123,1,-4.36934E-08,-3.52646E-07,-2.27649E-07
1123,2,-2.90887E-08,-2.00211E-07,-1.17144E-07
1123,3,-1.52333E-08,-8.33652E-08,-3.99564E-08
1124,0,-5.40885E-09,-1.26255E-08,2.71462E-09
1124,1,1.09126E-10,2.00376E-08,1.96431E-08
1124,2,2.36319E-09,2.81726E-08,2.1373E-08
1124,3,2.66129E-09,2.39731E-08,1.6349E-08
1125,0,2.06995E-09,1.57972E-08,9.87944E-09
1125,1,1.26935E-09,8.17153E-09,4.54913E-09
1125,2,5.97168E-10,2.8215E-09,1.12173E-09
1125,3,1.58643E-10,-1.50106E-10,-5.978E-10
1126,0,-6.54255E-11,-1.33946E-09,-1.14881E-09
1126,1,-1.40576E-10,-1.47191E-09,-1.0683E-09
1126,2,-1.33922E-10,-1.13142E-09,-7.48089E-10
1126,3,-9.52026E-11,-6.86682E-10,-4.14681E-10
1127,0,-5.36133E-11,-3.18233E-10,-1.6535E-10
1127,1,-2.20053E-11,-8.0304E-11,-1.777E-11
1127,2,-3.01614E-12,3.97186E-11,4.80718E-11
1127,3,5.65171E-12,7.87181E-11,6.24076E-11
1128,0,7.72073E-12,7.37162E-11,5.158E-11
1128,1,6.50346E-12,5.18495E-11,3.32474E-11
